E,coh
6.2517300000e-02,1.288340e-02
6.3095700000e-02,1.266622e-02
6.3679600000e-02,1.245272e-02
6.4268800000e-02,1.224282e-02
6.4863400000e-02,1.203644e-02
6.5463600000e-02,1.183353e-02
6.6069300000e-02,1.163407e-02
6.6680700000e-02,1.143795e-02
6.7297700000e-02,1.124517e-02
6.7920400000e-02,1.105560e-02
6.8548800000e-02,1.086924e-02
6.9183100000e-02,1.068602e-02
6.9823200000e-02,1.050591e-02
7.0469300000e-02,1.032881e-02
7.1121400000e-02,1.015468e-02
7.1779400000e-02,9.981455e-03
7.2443600000e-02,9.810304e-03
7.3113900000e-02,9.642095e-03
7.3790400000e-02,9.476727e-03
7.4473200000e-02,9.314233e-03
7.5162300000e-02,9.154515e-03
7.5857800000e-02,8.997537e-03
7.6559700000e-02,8.843233e-03
7.7268100000e-02,8.691604e-03
7.7983000000e-02,8.542549e-03
7.8704600000e-02,8.396068e-03
7.9432800000e-02,8.252093e-03
8.0167800000e-02,8.110593e-03
8.0909600000e-02,7.971499e-03
8.1658200000e-02,7.834812e-03
8.2413800000e-02,7.700465e-03
8.3176400000e-02,7.568425e-03
8.3946000000e-02,7.438624e-03
8.4722700000e-02,7.311063e-03
8.5506700000e-02,7.185708e-03
8.6297900000e-02,7.062492e-03
8.7096400000e-02,6.941383e-03
8.7902300000e-02,6.821109e-03
8.8715600000e-02,6.702273e-03
8.9536500000e-02,6.585509e-03
9.0364900000e-02,6.470751e-03
9.1201100000e-02,6.358032e-03
9.2045000000e-02,6.247251e-03
9.2896600000e-02,6.138410e-03
9.3756200000e-02,6.031474e-03
9.4623700000e-02,5.926376e-03
9.5499300000e-02,5.823117e-03
9.6382900000e-02,5.721697e-03
9.7274700000e-02,5.621981e-03
9.8174800000e-02,5.524037e-03
9.9083200000e-02,5.427798e-03
1.0000000000e-01,5.333231e-03
1.0092500000e-01,5.240334e-03
1.0185900000e-01,5.149009e-03
1.0280200000e-01,5.059322e-03
1.0375300000e-01,4.971172e-03
1.0471300000e-01,4.884561e-03
1.0568200000e-01,4.799453e-03
1.0666000000e-01,4.715850e-03
1.0764700000e-01,4.633684e-03
1.0864300000e-01,4.552955e-03
1.0964800000e-01,4.472561e-03
1.1066200000e-01,4.393437e-03
1.1168600000e-01,4.315717e-03
1.1272000000e-01,4.239401e-03
1.1376300000e-01,4.164389e-03
1.1481500000e-01,4.090747e-03
1.1587800000e-01,4.018375e-03
1.1695000000e-01,3.947307e-03
1.1803200000e-01,3.877476e-03
1.1912400000e-01,3.808882e-03
1.2022600000e-01,3.741525e-03
1.2133900000e-01,3.675337e-03
1.2246200000e-01,3.610320e-03
1.2359500000e-01,3.546473e-03
1.2473800000e-01,3.483728e-03
1.2589300000e-01,3.422121e-03
1.2705700000e-01,3.361583e-03
1.2823300000e-01,3.302128e-03
1.2942000000e-01,3.243719e-03
1.3061700000e-01,3.186343e-03
1.3182600000e-01,3.129980e-03
1.3304500000e-01,3.074617e-03
1.3427600000e-01,3.020233e-03
1.3551900000e-01,2.966812e-03
1.3677300000e-01,2.914333e-03
1.3803800000e-01,2.862784e-03
1.3931600000e-01,2.812147e-03
1.4060500000e-01,2.762403e-03
1.4190600000e-01,2.713541e-03
1.4321900000e-01,2.665181e-03
1.4454400000e-01,2.617439e-03
1.4588100000e-01,2.570550e-03
1.4723100000e-01,2.524503e-03
1.4859400000e-01,2.479282e-03
1.4996800000e-01,2.434869e-03
1.5135600000e-01,2.391252e-03
1.5275700000e-01,2.348418e-03
1.5417000000e-01,2.306349e-03
1.5559700000e-01,2.265032e-03
1.5703600000e-01,2.224460e-03
1.5848900000e-01,2.184611e-03
1.7378000000e-01,1.823358e-03
1.9054600000e-01,1.521841e-03
2.0893000000e-01,1.268748e-03
2.2908700000e-01,1.057069e-03
2.5118900000e-01,8.807064e-04
2.7542300000e-01,7.337671e-04
3.0199500000e-01,6.113439e-04
3.3113100000e-01,5.090510e-04
3.6307800000e-01,4.236158e-04
3.9810700000e-01,3.525212e-04
4.3651600000e-01,2.933571e-04
4.7863000000e-01,2.441231e-04
5.2480700000e-01,2.031521e-04
5.7544000000e-01,1.690569e-04
6.3095700000e-01,1.406842e-04
6.9183100000e-01,1.170731e-04
7.5857800000e-01,9.742479e-05
8.3176400000e-01,8.104342e-05
9.1201100000e-01,6.741383e-05
1.0000000000e+00,5.607641e-05
1.0964800000e+00,4.664571e-05
1.2022600000e+00,3.880117e-05
1.3182600000e+00,3.227563e-05
1.4454400000e+00,2.684763e-05
1.5848900000e+00,2.233252e-05
1.7378000000e+00,1.857672e-05
1.9054600000e+00,1.545254e-05
2.0893000000e+00,1.285379e-05
2.2908700000e+00,1.069210e-05
2.5118900000e+00,8.893509e-06
2.7542300000e+00,7.397340e-06
3.0199500000e+00,6.152884e-06
3.3113100000e+00,5.117787e-06
3.6307800000e+00,4.256817e-06
3.9810700000e+00,3.540690e-06
4.3651600000e+00,2.945050e-06
4.7863000000e+00,2.449604e-06
5.2480700000e+00,2.037508e-06
5.7544000000e+00,1.694737e-06
6.3095700000e+00,1.409634e-06
6.9183100000e+00,1.172489e-06
7.5857800000e+00,9.752374e-07
8.3176400000e+00,8.111662e-07
9.1201100000e+00,6.746999e-07
1.0000000000e+01,5.611920e-07
1.0964800000e+01,4.667780e-07
1.2022600000e+01,3.882491e-07
1.3182600000e+01,3.229332e-07
1.4454400000e+01,2.686044e-07
1.5848900000e+01,2.234154e-07
1.7378000000e+01,1.858290e-07
1.9054600000e+01,1.545659e-07
2.0893000000e+01,1.285626e-07
2.2908700000e+01,1.069337e-07
2.5118900000e+01,8.894345e-08
2.7542300000e+01,7.398009e-08
3.0199500000e+01,6.153386e-08
3.3113100000e+01,5.118155e-08
3.6307800000e+01,4.257118e-08
3.9810700000e+01,3.540924e-08
4.3651600000e+01,2.945201e-08
4.7863000000e+01,2.449711e-08
5.2480700000e+01,2.037581e-08
5.7544000000e+01,1.694788e-08
6.3095700000e+01,1.409664e-08
6.9183100000e+01,1.172506e-08
7.5857800000e+01,9.752474e-09
8.3176400000e+01,8.111763e-09
9.1201100000e+01,6.747066e-09
1.0000000000e+02,5.611953e-09
1.0964800000e+02,4.667814e-09
1.2022600000e+02,3.882524e-09
1.3182600000e+02,3.229348e-09
1.4454400000e+02,2.686054e-09
1.5848900000e+02,2.234161e-09
1.7378000000e+02,1.858294e-09
1.9054600000e+02,1.545662e-09
2.0893000000e+02,1.285626e-09
2.2908700000e+02,1.069337e-09
2.5118900000e+02,8.894378e-10
2.7542300000e+02,7.398009e-10
3.0199500000e+02,6.153386e-10
3.3113100000e+02,5.118189e-10
3.6307800000e+02,4.257118e-10
3.9810700000e+02,3.540924e-10
4.3651600000e+02,2.945204e-10
4.7863000000e+02,2.449715e-10
5.2480700000e+02,2.037585e-10
5.7544000000e+02,1.694791e-10
6.3095700000e+02,1.409664e-10
6.9183100000e+02,1.172506e-10
7.5857800000e+02,9.752474e-11
8.3176400000e+02,8.111763e-11
9.1201100000e+02,6.747066e-11
1.0000000000e+03,5.611953e-11
1.0964800000e+03,4.667847e-11
1.2022600000e+03,3.882524e-11
